Elution volume;;UV1_280nm;Activity [%];Absorption at 280nm;UV2_360nm;;UV3_410nm;;Cond;;Cond%;;Conc;;pH;;Pressure;;Flow;;Temp;;Fractions;;Inject;;UV1_280nm@01,BASEM;;Logbook;
10.66;;13.92;;0.52;13.92;319.77;13.92;310.07;15.23;20.84;17.40;20.80;17.40;0.00;17.40;7.07;15.22;1.23;15.23;0.70;17.40;25.80;;;;;13.92;0.52;;
10.70;;13.97;;0.53;13.97;319.77;13.97;310.02;15.28;20.84;17.47;20.80;17.47;0.00;17.47;7.07;15.28;1.22;15.28;0.70;17.47;25.80;;;;;13.97;0.53;;
10.74;;14.03;;0.51;14.03;319.72;14.03;309.98;15.34;20.84;17.53;20.80;17.53;0.00;17.53;7.07;15.34;1.22;15.34;0.70;17.53;25.80;;;;;14.03;0.51;;
10.78;;14.08;;0.48;14.08;319.70;14.08;310.04;15.40;20.84;17.60;20.80;17.60;0.00;17.60;7.07;15.40;1.23;15.40;0.70;17.60;25.80;;;;;14.08;0.48;;
10.82;;14.13;;0.51;14.13;319.72;14.13;309.99;15.46;20.84;17.67;20.80;17.67;0.00;17.67;7.07;15.46;1.22;15.46;0.70;17.67;25.80;;;;;14.13;0.51;;
10.86;;14.19;;0.48;14.19;319.69;14.19;309.90;15.52;20.84;17.73;20.80;17.73;0.00;17.73;7.07;15.52;1.23;15.52;0.70;17.73;25.80;;;;;14.19;0.48;;
10.90;;14.24;;0.51;14.24;319.64;14.24;309.97;15.58;20.84;17.80;20.80;17.80;0.00;17.80;7.07;15.57;1.23;15.58;0.70;17.80;25.80;;;;;14.24;0.51;;
10.94;;14.29;;0.56;14.29;319.66;14.29;309.99;15.63;20.84;17.87;20.80;17.87;0.00;17.87;7.07;15.63;1.23;15.63;0.70;17.87;25.80;;;;;14.29;0.56;;
10.98;;14.35;;0.54;14.35;319.72;14.35;309.96;15.69;20.84;17.93;20.80;17.93;0.00;17.93;7.07;15.69;1.23;15.69;0.70;17.93;25.80;;;;;14.35;0.54;;
11.03;;14.40;23.72985639;0.46;14.40;319.66;14.40;309.97;15.75;20.84;18.00;20.80;18.00;0.00;18.00;7.07;15.75;1.22;15.75;0.70;18.00;25.80;;;;;14.40;0.46;;
11.07;;14.45;;0.50;14.45;319.74;14.45;309.97;15.81;20.84;18.07;20.80;18.07;0.00;18.07;7.07;15.81;1.22;15.81;0.70;18.07;25.80;;;;;14.45;0.50;;
11.11;;14.51;;0.53;14.51;319.82;14.51;310.00;15.87;20.84;18.13;20.80;18.13;0.00;18.13;7.07;15.87;1.22;15.87;0.70;18.13;25.80;;;;;14.51;0.53;;
11.15;;14.56;;0.51;14.56;319.71;14.56;310.04;15.93;20.84;18.20;20.80;18.20;0.00;18.20;7.07;15.92;1.23;15.93;0.70;18.20;25.80;;;;;14.56;0.51;;
11.19;;14.61;;0.56;14.61;319.75;14.61;310.02;15.98;20.84;18.27;20.80;18.27;0.00;18.27;7.07;15.98;1.23;15.98;0.70;18.27;25.80;;;;;14.61;0.56;;
11.23;;14.67;;0.56;14.67;319.79;14.67;310.03;16.04;20.84;18.33;20.80;18.33;0.00;18.33;7.07;16.04;1.23;16.04;0.70;18.33;25.80;;;;;14.67;0.56;;
11.27;;14.72;;0.58;14.72;319.78;14.72;310.00;16.10;20.84;18.40;20.80;18.40;0.00;18.40;7.07;16.10;1.23;16.10;0.70;18.40;25.80;;;;;14.72;0.58;;
11.31;;14.77;;0.62;14.77;319.75;14.77;309.93;16.16;20.83;18.47;20.80;18.47;0.00;18.47;7.07;16.16;1.22;16.16;0.70;18.47;25.80;;;;;14.77;0.62;;
11.35;;14.83;;0.62;14.83;319.79;14.83;309.99;16.22;20.83;18.53;20.80;18.53;0.00;18.53;7.07;16.22;1.22;16.22;0.70;18.53;25.80;;;;;14.83;0.62;;
11.39;;14.88;;0.63;14.88;319.74;14.88;309.97;16.28;20.84;18.60;20.80;18.60;0.00;18.60;7.07;16.27;1.23;16.28;0.70;18.60;25.80;;;;;14.88;0.63;;
11.43;;14.93;;0.64;14.93;319.74;14.93;309.98;16.33;20.84;18.67;20.80;18.67;0.00;18.67;7.07;16.33;1.23;16.33;0.70;18.67;25.80;;;;;14.93;0.64;;
11.47;;14.99;;0.62;14.99;319.77;14.99;310.02;16.39;20.84;18.73;20.80;18.73;0.00;18.73;7.07;16.39;1.23;16.39;0.70;18.73;25.80;;;;;14.99;0.62;;
11.52;;15.04;;0.63;15.04;319.75;15.04;309.97;16.45;20.84;18.80;20.80;18.80;0.00;18.80;7.07;16.45;1.23;16.45;0.70;18.80;25.80;;;;;15.04;0.63;;
11.56;;15.09;;0.65;15.09;319.80;15.09;310.08;16.51;20.84;18.87;20.80;18.87;0.00;18.87;7.07;16.51;1.23;16.51;0.70;18.87;25.80;;;;;15.09;0.65;;
11.60;;15.15;;0.65;15.15;319.78;15.15;310.17;16.57;20.84;18.93;20.80;18.93;0.00;18.93;7.07;16.57;1.23;16.57;0.70;18.93;25.80;;;;;15.15;0.65;;
11.64;;15.20;;0.65;15.20;319.76;15.20;310.08;16.63;20.84;19.00;20.80;19.00;0.00;19.00;7.07;16.62;1.22;16.63;0.70;19.00;25.80;;;;;15.20;0.65;;
11.68;;15.25;;0.62;15.25;319.71;15.25;310.02;16.68;20.84;19.07;20.80;19.07;0.00;19.07;7.07;16.68;1.24;16.68;0.70;19.07;25.80;;;;;15.25;0.62;;
11.72;;15.31;;0.58;15.31;319.78;15.31;310.03;16.74;20.84;19.13;20.80;19.13;0.00;19.13;7.07;16.74;1.23;16.74;0.70;19.13;25.80;;;;;15.31;0.58;;
11.76;;15.36;;0.60;15.36;319.75;15.36;310.04;16.80;20.84;19.20;20.80;19.20;0.00;19.20;7.07;16.80;1.23;16.80;0.70;19.20;25.80;;;;;15.36;0.60;;
11.80;;15.41;;0.61;15.41;319.76;15.41;310.07;16.86;20.84;19.27;20.80;19.27;0.00;19.27;7.07;16.86;1.22;16.86;0.70;19.27;25.80;;;;;15.41;0.61;;
11.84;;15.47;;0.59;15.47;319.75;15.47;310.13;16.92;20.84;19.33;20.80;19.33;0.00;19.33;7.07;16.92;1.22;16.92;0.70;19.33;25.80;;;;;15.47;0.59;;
11.88;;15.52;;0.64;15.52;319.82;15.52;310.06;16.98;20.83;19.40;20.80;19.40;0.00;19.40;7.07;16.97;1.23;16.98;0.70;19.40;25.80;;;;;15.52;0.64;;
11.92;;15.57;;0.63;15.57;319.80;15.57;310.03;17.03;20.84;19.47;20.80;19.47;0.00;19.47;7.07;17.03;1.23;17.03;0.70;19.47;25.80;;;;;15.57;0.63;;
11.96;;15.63;;0.65;15.63;319.83;15.63;310.02;17.09;20.84;19.53;20.80;19.53;0.00;19.53;7.07;17.09;1.23;17.09;0.70;19.53;25.80;;;;;15.63;0.65;;
12.01;;15.68;34.79078878;0.65;15.68;319.90;15.68;310.07;17.15;20.84;19.60;20.80;19.60;0.00;19.60;7.07;17.15;1.23;17.15;0.70;19.60;25.80;;;;;15.68;0.65;;
12.05;;15.73;;0.61;15.73;319.89;15.73;310.12;17.21;20.84;19.67;20.80;19.67;0.00;19.67;7.07;17.21;1.22;17.21;0.70;19.67;25.80;;;;;15.73;0.61;;
12.09;;15.79;;0.62;15.79;319.81;15.79;310.14;17.27;20.84;19.73;20.80;19.73;0.00;19.73;7.07;17.27;1.23;17.27;0.70;19.73;25.80;;;;;15.79;0.62;;
12.13;;15.84;;0.62;15.84;319.70;15.84;310.12;17.33;20.84;19.80;20.80;19.80;0.00;19.80;7.07;17.32;1.23;17.33;0.70;19.80;25.80;;;;;15.84;0.62;;
12.17;;15.89;;0.64;15.89;319.74;15.89;310.09;17.38;20.83;19.87;20.80;19.87;0.00;19.87;7.07;17.38;1.23;17.38;0.70;19.87;25.80;;;;;15.89;0.64;;
12.21;;15.95;;0.66;15.95;319.85;15.95;310.07;17.44;20.83;19.93;20.80;19.93;0.00;19.93;7.07;17.44;1.24;17.44;0.70;19.93;25.80;;;;;15.95;0.66;;
12.25;;16.00;;0.65;16.00;319.82;16.00;310.09;17.50;20.83;20.00;20.80;20.00;0.00;20.00;7.07;17.50;1.23;17.50;0.70;20.00;25.80;;;;;16.00;0.65;;
12.29;;16.05;;0.68;16.05;319.81;16.05;309.99;17.56;20.83;20.07;20.80;20.07;0.00;20.07;7.07;17.56;1.23;17.56;0.70;20.07;25.80;;;;;16.05;0.68;;
12.33;;16.11;;0.71;16.11;319.82;16.11;309.97;17.62;20.83;20.13;20.80;20.13;0.00;20.13;7.07;17.62;1.22;17.62;0.70;20.13;25.80;;;;;16.11;0.71;;
12.37;;16.16;;0.71;16.16;319.77;16.16;310.04;17.68;20.83;20.20;20.80;20.20;0.00;20.20;7.07;17.67;1.23;17.68;0.70;20.20;25.80;;;;;16.16;0.71;;
12.41;;16.21;;0.75;16.21;319.72;16.21;310.05;17.73;20.83;20.27;20.80;20.27;0.00;20.27;7.07;17.73;1.25;17.73;0.70;20.27;25.80;;;;;16.21;0.75;;
12.45;;16.27;;0.81;16.27;319.74;16.27;310.08;17.79;20.83;20.33;20.80;20.33;0.00;20.33;7.07;17.79;1.23;17.79;0.70;20.33;25.80;;;;;16.27;0.81;;
12.50;;16.32;;0.89;16.32;319.73;16.32;310.10;17.85;20.83;20.40;20.80;20.40;0.00;20.40;7.07;17.85;1.23;17.85;0.70;20.40;25.80;;;;;16.32;0.89;;
12.54;;16.37;;0.99;16.37;319.73;16.37;310.07;17.91;20.83;20.47;20.80;20.47;0.00;20.47;7.07;17.91;1.23;17.91;0.70;20.47;25.80;;;;;16.37;0.99;;
12.58;;16.43;;1.06;16.43;319.76;16.43;310.05;17.97;20.83;20.53;20.80;20.53;0.00;20.53;7.07;17.97;1.22;17.97;0.70;20.53;25.80;;;;;16.43;1.06;;
12.62;;16.48;;1.16;16.48;319.76;16.48;310.12;18.03;20.83;20.60;20.80;20.60;0.00;20.60;7.07;18.02;1.23;18.03;0.70;20.60;25.80;;;;;16.48;1.16;;
12.66;;16.53;;1.24;16.53;319.78;16.53;310.10;18.08;20.83;20.67;20.80;20.67;0.00;20.67;7.07;18.08;1.24;18.08;0.70;20.67;25.80;;;;;16.53;1.22;;
12.70;;16.59;;1.36;16.59;319.83;16.59;310.12;18.14;20.83;20.73;20.80;20.73;0.00;20.73;7.07;18.14;1.25;18.14;0.70;20.73;25.80;;;;;16.59;1.23;;
12.74;;16.64;;1.46;16.64;319.88;16.64;310.16;18.20;20.83;20.80;20.70;20.80;0.00;20.80;7.07;18.20;1.22;18.20;0.70;20.80;25.80;;;;;16.64;1.24;;
12.78;;16.69;;1.55;16.69;319.89;16.69;310.11;18.26;20.84;20.87;20.70;20.87;0.00;20.87;7.07;18.26;1.23;18.26;0.70;20.87;25.80;;;;;16.69;1.25;;
12.82;;16.75;;1.66;16.75;319.85;16.75;310.18;18.32;20.84;20.93;20.70;20.93;0.00;20.93;7.07;18.32;1.23;18.32;0.70;20.93;25.80;;;;;16.75;1.26;;
12.86;;16.80;;1.74;16.80;319.80;16.80;310.13;18.38;20.84;21.00;20.60;21.00;0.00;21.00;7.07;18.37;1.23;18.38;0.70;21.00;25.80;;;;;16.80;1.27;;
12.90;;16.85;;1.83;16.85;319.93;16.85;310.15;18.43;20.84;21.07;20.60;21.07;0.00;21.07;7.07;18.43;1.24;18.43;0.70;21.07;25.80;;;;;16.85;1.29;;
12.94;;16.91;;1.92;16.91;320.02;16.91;310.23;18.49;20.84;21.13;20.50;21.13;0.00;21.13;7.07;18.49;1.24;18.49;0.70;21.13;25.80;;;;;16.91;1.30;;
12.99;;16.96;18.92733817;2.01;16.96;320.02;16.96;310.28;18.55;20.84;21.20;20.50;21.20;0.00;21.20;7.07;18.55;1.22;18.55;0.70;21.20;25.80;;;;;16.96;1.31;;
13.03;;17.01;;2.07;17.01;320.01;17.01;310.28;18.61;20.84;21.27;20.50;21.27;0.00;21.27;7.07;18.61;1.23;18.61;0.70;21.27;25.80;;;;;17.01;1.32;;
13.07;;17.07;;2.14;17.07;320.00;17.07;310.24;18.67;20.84;21.33;20.40;21.33;0.00;21.33;7.07;18.67;1.22;18.67;0.70;21.33;25.80;;;;;17.07;1.33;;
13.11;;17.12;;2.21;17.12;319.92;17.12;310.28;18.73;20.84;21.40;20.40;21.40;0.00;21.40;7.07;18.72;1.23;18.73;0.70;21.40;25.80;;;;;17.12;1.34;;
13.15;;17.17;;2.28;17.17;319.91;17.17;310.21;18.78;20.84;21.47;20.40;21.47;0.00;21.47;7.07;18.78;1.24;18.78;0.70;21.47;25.80;;;;;17.17;1.35;;
13.19;;17.23;;2.29;17.23;320.03;17.23;310.24;18.84;20.84;21.53;20.40;21.53;0.00;21.53;7.07;18.84;1.23;18.84;0.70;21.53;25.80;;;;;17.23;1.36;;
13.23;;17.28;;2.35;17.28;320.04;17.28;310.31;18.90;20.84;21.60;20.30;21.60;0.00;21.60;7.07;18.90;1.23;18.90;0.70;21.60;25.80;;;;;17.28;1.37;;
13.27;;17.33;;2.40;17.33;320.09;17.33;310.32;18.96;20.84;21.67;20.30;21.67;0.00;21.67;7.07;18.96;1.22;18.96;0.70;21.67;25.80;;;;;17.33;1.38;;
13.31;;17.39;;2.48;17.39;320.12;17.39;310.41;19.02;20.84;21.73;20.30;21.73;0.00;21.73;7.07;19.02;1.23;19.02;0.70;21.73;25.80;;;;;17.39;1.39;;
13.35;;17.44;;2.57;17.44;320.11;17.44;310.47;19.08;20.84;21.80;20.30;21.80;0.00;21.80;7.07;19.07;1.23;19.08;0.70;21.80;25.80;;;;;17.44;1.40;;
13.39;;17.49;;2.67;17.49;320.25;17.49;310.60;19.13;20.84;21.87;20.30;21.87;0.00;21.87;7.07;19.13;1.24;19.13;0.70;21.87;25.80;;;;;17.49;1.41;;
13.43;;17.55;;2.79;17.55;320.30;17.55;310.63;19.19;20.84;21.93;20.30;21.93;0.00;21.93;7.07;19.19;1.23;19.19;0.70;21.93;25.80;;;;;17.55;1.42;;
13.48;;17.60;;2.92;17.60;320.36;17.60;310.62;19.25;20.84;22.00;20.30;22.00;0.00;22.00;7.07;19.25;1.23;19.25;0.70;22.00;25.80;;;;;17.60;1.43;;
13.52;;17.65;;3.03;17.65;320.38;17.65;310.66;19.31;20.84;22.07;20.30;22.07;0.00;22.07;7.07;19.31;1.23;19.31;0.70;22.07;25.80;;;;;17.65;1.44;;
13.56;;17.71;;3.05;17.71;320.39;17.71;310.67;19.37;20.84;22.13;20.30;22.13;0.00;22.13;7.07;19.37;1.22;19.37;0.70;22.13;25.80;;;;;17.71;1.45;;
13.60;;17.76;;3.15;17.76;320.47;17.76;310.73;19.43;20.84;22.20;20.40;22.20;0.00;22.20;7.07;19.42;1.23;19.43;0.70;22.20;25.80;;;;;17.76;1.46;;
13.64;;17.81;;3.27;17.81;320.51;17.81;310.78;19.48;20.84;22.27;20.40;22.27;0.00;22.27;7.07;19.48;1.24;19.48;0.70;22.27;25.80;;;;;17.81;1.47;;
13.68;;17.87;;3.34;17.87;320.46;17.87;310.78;19.54;20.84;22.33;20.40;22.33;0.00;22.33;7.07;19.54;1.24;19.54;0.70;22.33;25.80;;;;;17.87;1.48;;
13.72;;17.92;;3.44;17.92;320.51;17.92;310.76;19.60;20.85;22.40;20.40;22.40;0.00;22.40;7.07;19.60;1.23;19.60;0.70;22.40;25.80;;;;;17.92;1.49;;
13.76;;17.97;;3.54;17.97;320.57;17.97;310.83;19.66;20.85;22.47;20.40;22.47;0.00;22.47;7.07;19.66;1.23;19.66;0.70;22.47;25.80;;;;;17.97;1.50;;
13.80;;18.03;;3.65;18.03;320.57;18.03;310.81;19.72;20.85;22.53;20.40;22.53;0.00;22.53;7.07;19.72;1.22;19.72;0.70;22.53;25.80;;;;;18.03;1.51;;
13.84;;18.08;;3.75;18.08;320.63;18.08;310.81;19.78;20.85;22.60;20.40;22.60;0.00;22.60;7.07;19.77;1.23;19.78;0.70;22.60;25.80;;;;;18.08;1.51;;
13.88;;18.13;;3.82;18.13;320.54;18.13;310.84;19.83;20.84;22.67;20.40;22.67;0.00;22.67;7.07;19.83;1.24;19.83;0.70;22.67;25.80;;;;;18.13;1.52;;
13.92;;18.19;;3.87;18.19;320.58;18.19;310.79;19.89;20.84;22.73;20.40;22.73;0.00;22.73;7.07;19.89;1.24;19.89;0.70;22.73;25.80;;;;;18.19;1.53;;
13.97;;18.24;;3.94;18.24;320.63;18.24;310.77;19.95;20.84;22.80;20.40;22.80;0.00;22.80;7.07;19.95;1.24;19.95;0.70;22.80;25.80;;;;;18.24;1.54;;
14.01;;18.29;43.13592382;3.99;18.29;320.62;18.29;310.73;20.01;20.84;22.87;20.40;22.87;0.00;22.87;7.07;20.01;1.23;20.01;0.70;22.87;25.80;;;;;18.29;1.55;;
14.05;;18.35;;4.07;18.35;320.61;18.35;310.74;20.07;20.84;22.93;20.40;22.93;0.00;22.93;7.07;20.07;1.23;20.07;0.70;22.93;25.80;;;;;18.35;1.56;;
14.09;;18.40;;4.12;18.40;320.64;18.40;310.77;20.13;20.84;23.00;20.40;23.00;0.00;23.00;7.07;20.12;1.23;20.13;0.70;23.00;25.80;;;;;18.40;1.56;;
14.13;;18.45;;4.17;18.45;320.60;18.45;310.80;20.18;20.84;23.07;20.40;23.07;0.00;23.07;7.07;20.18;1.25;20.18;0.70;23.07;25.80;;;;;18.45;1.57;;
14.17;;18.51;;4.19;18.51;320.62;18.51;310.83;20.24;20.84;23.13;20.50;23.13;0.00;23.13;7.07;20.24;1.24;20.24;0.70;23.13;25.80;;;;;18.51;1.58;;
14.21;;18.56;;4.21;18.56;320.63;18.56;310.77;20.30;20.84;23.20;20.50;23.20;0.00;23.20;7.07;20.30;1.23;20.30;0.70;23.20;25.80;;;;;18.56;1.58;;
14.25;;18.61;;4.27;18.61;320.67;18.61;310.78;20.36;20.83;23.27;20.60;23.27;0.00;23.27;7.07;20.36;1.24;20.36;0.70;23.27;25.80;;;;;18.61;1.59;;
14.29;;18.67;;4.31;18.67;320.65;18.67;310.75;20.42;20.83;23.33;20.60;23.33;0.00;23.33;7.07;20.42;1.23;20.42;0.70;23.33;25.80;;;;;18.67;1.60;;
14.33;;18.72;;4.37;18.72;320.65;18.72;310.73;20.48;20.82;23.40;20.60;23.40;0.00;23.40;7.07;20.47;1.23;20.48;0.70;23.40;25.80;;;;;18.72;1.61;;
14.37;;18.77;;4.40;18.77;320.64;18.77;310.74;20.53;20.81;23.47;20.60;23.47;0.00;23.47;7.07;20.53;1.23;20.53;0.70;23.47;25.80;;;;;18.77;1.61;;
14.41;;18.83;;4.42;18.83;320.61;18.83;310.79;20.59;20.80;23.53;20.70;23.53;0.00;23.53;7.07;20.59;1.24;20.59;0.70;23.53;25.80;;;;;18.83;1.62;;
14.46;;18.88;;4.48;18.88;320.55;18.88;310.81;20.65;20.79;23.60;20.70;23.60;0.00;23.60;7.07;20.65;1.24;20.65;0.70;23.60;25.80;;;;;18.88;1.63;;
14.50;;18.93;;4.49;18.93;320.51;18.93;310.78;20.71;20.77;23.67;20.70;23.67;0.00;23.67;7.07;20.71;1.23;20.71;0.70;23.67;25.80;;;;;18.93;1.63;;
14.54;;18.99;;4.49;18.99;320.61;18.99;310.76;20.77;20.75;23.73;20.70;23.73;0.00;23.73;7.07;20.77;1.23;20.77;0.70;23.73;25.80;;;;;18.99;1.64;;
14.58;;19.04;;4.49;19.04;320.69;19.04;310.72;20.83;20.72;23.80;20.70;23.80;0.00;23.80;7.07;20.82;1.23;20.83;0.70;23.80;25.80;;;;;19.04;1.64;;
14.62;;19.09;;4.47;19.09;320.66;19.09;310.70;20.88;20.69;23.87;20.70;23.87;0.00;23.87;7.07;20.88;1.23;20.88;0.70;23.87;25.80;;;;;19.09;1.65;;
14.66;;19.15;;4.44;19.15;320.73;19.15;310.80;20.94;20.66;23.93;20.70;23.93;0.00;23.93;7.07;20.94;1.25;20.94;0.70;23.93;25.80;;;;;19.15;1.65;;
14.70;;19.20;;4.45;19.20;320.70;19.20;310.75;21.00;20.63;24.00;20.70;24.00;0.00;24.00;7.07;21.00;1.24;21.00;0.70;24.00;25.80;;;;;19.20;1.66;;
14.74;;19.25;;4.42;19.25;320.65;19.25;310.77;21.06;20.59;24.07;20.70;24.07;0.00;24.07;7.07;21.06;1.23;21.06;0.70;24.07;25.80;;;;;19.25;1.66;;
14.78;;19.31;;4.39;19.31;320.61;19.31;310.75;21.12;20.56;24.13;20.70;24.13;0.00;24.13;7.07;21.12;1.23;21.12;0.70;24.13;25.80;;;;;19.31;1.67;;
14.82;;19.36;;4.38;19.36;320.57;19.36;310.78;21.18;20.51;24.20;20.80;24.20;0.00;24.20;7.07;21.17;1.23;21.18;0.70;24.20;25.80;;;;;19.36;1.67;;
14.86;;19.41;;4.35;19.41;320.59;19.41;310.71;21.23;20.49;24.27;20.80;24.27;0.00;24.27;7.07;21.23;1.25;21.23;0.70;24.27;25.80;;;;;19.41;1.68;;
14.90;;19.47;;4.33;19.47;320.63;19.47;310.74;21.29;20.45;24.33;20.80;24.33;0.00;24.33;7.07;21.29;1.23;21.29;0.70;24.33;25.80;;;;;19.47;1.68;;
14.95;;19.52;;4.31;19.52;320.66;19.52;310.86;21.35;20.43;24.40;20.80;24.40;0.00;24.40;7.07;21.35;1.25;21.35;0.70;24.40;25.80;;;;;19.52;1.68;;
14.99;;19.57;27.0193804;4.35;19.57;320.70;19.57;310.81;21.41;20.40;24.47;20.80;24.47;0.00;24.47;7.07;21.41;1.24;21.41;0.70;24.47;25.80;;;;;19.57;1.68;;
15.03;;19.63;;4.36;19.63;320.68;19.63;310.81;21.47;20.38;24.53;20.80;24.53;0.00;24.53;7.07;21.47;1.23;21.47;0.70;24.53;25.80;;;;;19.63;1.69;;
15.07;;19.68;;4.39;19.68;320.59;19.68;310.80;21.53;20.35;24.60;20.80;24.60;0.00;24.60;7.07;21.52;1.23;21.53;0.70;24.60;25.80;;;;;19.68;1.69;;
15.11;;19.73;;4.43;19.73;320.64;19.73;310.73;21.58;20.34;24.67;20.80;24.67;0.00;24.67;7.07;21.58;1.23;21.58;0.70;24.67;25.80;;;;;19.73;1.69;;
15.15;;19.79;;4.54;19.79;320.69;19.79;310.77;21.64;20.33;24.73;20.80;24.73;0.00;24.73;7.07;21.64;1.25;21.64;0.70;24.73;25.80;;;;;19.79;1.69;;
15.19;;19.84;;4.66;19.84;320.68;19.84;310.85;21.70;20.32;24.80;20.80;24.80;0.00;24.80;7.07;21.70;1.23;21.70;0.70;24.80;25.80;;;;;19.84;1.69;;
15.23;;19.89;;4.80;19.89;320.71;19.89;310.84;21.76;20.32;24.87;20.80;24.87;0.00;24.87;7.07;21.76;1.23;21.76;0.70;24.87;25.80;;;;;19.89;1.70;;
15.27;;19.95;;4.95;19.95;320.83;19.95;310.90;21.82;20.32;24.93;20.80;24.93;0.00;24.93;7.07;21.82;1.24;21.82;0.70;24.93;25.80;;;;;19.95;1.70;;
15.31;;20.00;;5.13;20.00;320.87;20.00;310.97;21.88;20.32;25.00;20.80;25.00;0.00;25.00;7.07;21.87;1.22;21.88;0.70;25.00;25.80;;;;;20.00;1.70;;
15.35;;20.05;;5.27;20.05;320.86;20.05;311.03;21.93;20.33;25.07;20.80;25.07;0.00;25.07;7.07;21.93;1.24;21.93;0.70;25.07;25.80;;;;;20.05;1.70;;
15.39;;20.11;;5.49;20.11;320.87;20.11;311.12;21.99;20.33;25.13;20.80;25.13;0.00;25.13;7.07;21.99;1.24;21.99;0.70;25.13;25.80;;;;;20.11;1.70;;
15.44;;20.16;;5.76;20.16;321.04;20.16;311.19;22.05;20.34;25.20;20.80;25.20;0.00;25.20;7.07;22.05;1.24;22.05;0.70;25.20;25.80;;;;;20.16;1.69;;
15.48;;20.21;;6.07;20.21;321.15;20.21;311.22;22.11;20.35;25.27;20.80;25.27;0.00;25.27;7.07;22.11;1.23;22.11;0.70;25.27;25.80;;;;;20.21;1.69;;
15.52;;20.27;;6.49;20.27;321.33;20.27;311.31;22.17;20.35;25.33;20.80;25.33;0.00;25.33;7.07;22.17;1.22;22.17;0.70;25.33;25.80;;;;;20.27;1.69;;
15.56;;20.32;;6.94;20.32;321.53;20.32;311.53;22.23;20.36;25.40;20.80;25.40;0.00;25.40;7.07;22.22;1.24;22.23;0.70;25.40;25.80;;;;;20.32;1.69;;
15.60;;20.37;;7.49;20.37;321.74;20.37;311.69;22.28;20.37;25.47;20.80;25.47;0.00;25.47;7.07;22.28;1.23;22.28;0.70;25.47;25.80;;;;;20.37;1.69;;
15.64;;20.43;;8.12;20.43;321.96;20.43;311.92;22.34;20.38;25.53;20.80;25.53;0.00;25.53;7.07;22.34;1.24;22.34;0.70;25.53;25.80;;;;;20.43;1.69;;
15.68;;20.48;;8.91;20.48;322.31;20.48;312.26;22.40;20.38;25.60;20.80;25.60;0.00;25.60;7.07;22.40;1.25;22.40;0.70;25.60;25.80;;;;;20.48;1.68;;
15.72;;20.53;;9.84;20.53;322.78;20.53;312.64;22.46;20.38;25.67;20.80;25.67;0.00;25.67;7.07;22.46;1.23;22.46;0.70;25.67;25.80;;;;;20.53;1.68;;
15.76;;20.59;;10.97;20.59;323.22;20.59;312.97;22.52;20.38;25.73;20.80;25.73;0.00;25.73;7.07;22.52;1.24;22.52;0.70;25.73;25.80;;;;;20.59;1.68;;
15.80;;20.64;;12.28;20.64;323.75;20.64;313.39;22.58;20.38;25.80;20.80;25.80;0.00;25.80;7.07;22.57;1.23;22.58;0.70;25.80;25.80;;;;;20.64;1.67;;
15.84;;20.69;;13.77;20.69;324.37;20.69;313.89;22.63;20.37;25.87;20.80;25.87;0.00;25.87;7.07;22.63;1.24;22.63;0.70;25.87;25.80;;;;;20.69;1.67;;
15.88;;20.75;;15.53;20.75;324.98;20.75;314.38;22.69;20.37;25.93;20.80;25.93;0.00;25.93;7.07;22.69;1.24;22.69;0.70;25.93;25.80;;;;;20.75;1.66;;
15.93;;20.80;;17.46;20.80;325.59;20.80;314.97;22.75;20.37;26.00;20.80;26.00;0.00;26.00;7.07;22.75;1.24;22.75;0.70;26.00;25.80;;;;;20.80;1.66;;
15.97;;20.85;;19.47;20.85;326.26;20.85;315.50;22.81;20.37;26.07;20.80;26.07;0.00;26.07;7.07;22.81;1.23;22.81;0.70;26.07;25.80;;;;;20.85;1.65;;
16.01;;20.91;3.917204545;21.62;20.91;326.97;20.91;315.90;22.87;20.38;26.13;20.80;26.13;0.00;26.13;7.07;22.87;1.23;22.87;0.70;26.13;25.80;;;;;20.91;1.65;;
16.05;;20.96;;23.83;20.96;327.60;20.96;316.36;22.93;20.40;26.20;20.80;26.20;0.00;26.20;7.07;22.92;1.23;22.93;0.70;26.20;25.80;;;;;20.96;1.64;;
16.09;;21.01;;26.02;21.01;328.13;21.01;316.78;22.98;20.41;26.27;20.80;26.27;0.00;26.27;7.07;22.98;1.24;22.98;0.70;26.27;25.80;;;;;21.01;1.64;;
16.13;;21.07;;28.01;21.07;328.58;21.07;317.03;23.04;20.44;26.33;20.80;26.33;0.00;26.33;7.07;23.04;1.23;23.04;0.70;26.33;25.80;;;;;21.07;1.63;;
16.17;;21.12;;29.53;21.12;328.68;21.12;316.98;23.10;20.47;26.40;20.80;26.40;0.00;26.40;7.07;23.10;1.24;23.10;0.70;26.40;25.80;;;;;21.12;1.62;;
16.21;;21.17;;30.47;21.17;328.30;21.17;316.53;23.16;20.50;26.47;20.80;26.47;0.00;26.47;7.07;23.16;1.24;23.16;0.70;26.47;25.80;;;;;21.17;1.61;;
16.25;;21.23;;30.78;21.23;327.44;21.23;315.55;23.22;20.53;26.53;20.80;26.53;0.00;26.53;7.07;23.22;1.24;23.22;0.70;26.53;25.80;;;;;21.23;1.61;;
